title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,n_ad_breaks,runtime_with_ads,scaled_popularity,children_scaled_popularity,adults_scaled_popularity,retirees_scaled_popularity
The Informant!,6.116,792,2009-09-18,41771168,108,22000000,8.312,"['Drama', 'Comedy', 'Crime']",4,120.0,0.11194746897998575,0.0671685,0.1119475,0.1119475
Think Like a Man,6.864,792,2012-04-20,96070507,122,12000000,13.683,"['Comedy', 'Romance']",5,150.0,0.3424280757750395,0.2739425,0.3424281,0.3424281
The Poseidon Adventure,7.104,791,1972-12-13,84563118,117,5000000,23.588,"['Adventure', 'Thriller', 'Action']",4,150.0,0.561303922087131,0.4490431,0.5613039,0.2245216
Raise Your Voice,6.535,790,2004-08-10,14867514,103,15000000,16.045,"['Music', 'Drama', 'Romance', 'Family']",4,120.0,0.40969281151803866,0.3277542,0.3277542,0.4096928
Night on Earth,7.513,789,1991-12-12,2015810,128,3500000,13.484,"['Comedy', 'Drama']",5,150.0,0.3360941700110168,0.2688753,0.3360942,0.3360942
Where Eagles Dare,7.549,789,1968-12-04,21000000,155,7700000,16.298,"['Action', 'Adventure', 'War']",6,180.0,0.41614882141246473,0.3329191,0.3329191,0.2496893
Paranoia,5.719,788,2013-08-14,17056265,106,35000000,17.764,"['Drama', 'Thriller']",4,120.0,0.45121888264490856,0.1804876,0.4512189,0.3609751
Half Nelson,6.64,788,2006-08-11,4911725,107,700000,9.425,['Drama'],4,120.0,0.17309510684679585,0.069238,0.1730951,0.1730951
Congo,5.487,786,1995-06-09,152022101,109,50000000,21.668,"['Action', 'Adventure', 'Science Fiction']",4,120.0,0.5291760898051663,0.4233409,0.5291761,0.2116704
On the Road,5.606,786,2012-05-22,8784318,124,25000000,11.144,"['Adventure', 'Drama']",5,150.0,0.25134821198233415,0.2010786,0.2513482,0.2010786
The Dilemma,5.307,784,2011-01-13,67112664,111,70000000,14.037,"['Comedy', 'Drama']",4,120.0,0.35341139196681054,0.2827291,0.3534114,0.3534114
Flight of the Phoenix,5.964,784,2004-12-17,21009180,113,45000000,14.741,"['Action', 'Adventure', 'Drama', 'Thriller']",4,120.0,0.3742445565374108,0.2993956,0.3742446,0.2245467
The Enforcer,6.8,783,1976-12-16,46236000,96,9000000,16.925,"['Crime', 'Action']",4,120.0,0.4316169360405347,0.3452935,0.4316169,0.3452935
House on Haunted Hill,5.584,783,1999-10-29,40846082,93,37000000,20.463,['Horror'],4,120.0,0.5071301114641218,0.202852,0.5071301,0.202852
Winnie the Pooh,6.902,783,2011-04-06,14460000,63,30000000,22.546,"['Animation', 'Family', 'Adventure']",3,90.0,0.5442928968838492,0.5442929,0.2177172,0.2177172
The Mighty Ducks,6.565,783,1992-10-02,50752337,101,10000000,10.055,"['Comedy', 'Family', 'Drama']",4,120.0,0.203750006283278,0.163,0.163,0.20375
The Hills Have Eyes,6.177,782,1977-07-22,25000000,90,230000,18.031,['Horror'],4,120.0,0.45721324488230214,0.1828853,0.4572132,0.1828853
Dragonfly,6.526,782,2002-02-22,52322400,104,60000000,15.773,"['Thriller', 'Fantasy']",4,120.0,0.4026067735140927,0.3220854,0.4026068,0.1610427
Buffalo '66,7.106,782,1998-01-20,2375097,110,1500000,20.202,"['Drama', 'Romance', 'Comedy']",4,120.0,0.5021396836968197,0.3012838,0.5021397,0.5021397
Last Man Standing,6.297,781,1996-09-20,47267001,101,67000000,14.621,"['Crime', 'Action', 'Western']",4,120.0,0.37078373383400526,0.2224702,0.296627,0.296627
Sophie's Choice,7.34,781,1982-12-08,30036000,151,12000000,14.359,"['Drama', 'Romance', 'War']",6,180.0,0.36310087208355124,0.1452403,0.2904807,0.3631009
Monster Trucks,6.081,780,2016-12-21,64493915,104,125000000,13.906,"['Action', 'Comedy', 'Science Fiction']",4,120.0,0.34938834433807436,0.2795107,0.3493883,0.209633
Kill the Messenger,6.6,780,2014-10-09,5218973,112,5000000,11.208,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,120.0,0.25395934306080464,0.1015837,0.2539593,0.2031675
Love and Death,7.574,778,1975-06-10,20173742,85,3000000,11.657,"['Comedy', 'War']",3,90.0,0.27175883956885316,0.2174071,0.2174071,0.2717588
Batman,6.307,778,1966-07-30,3900000,105,1377800,13.327,"['Action', 'Comedy', 'Crime']",4,120.0,0.3310126879798778,0.2648102,0.3310127,0.2648102
Porky's,6.394,777,1981-11-13,125728258,94,4000000,18.671,['Comedy'],4,120.0,0.4711372780043913,0.4711373,0.4711373,0.4711373
Two Lovers,6.855,777,2008-11-19,16303643,110,9800000,15.801,"['Drama', 'Romance']",4,120.0,0.40334333132712563,0.1613373,0.4033433,0.4033433
Crimes and Misdemeanors,7.477,777,1989-10-13,18254702,104,19000000,12.588,"['Comedy', 'Drama']",4,120.0,0.3060287992321281,0.244823,0.3060288,0.3060288
Missing Link,7.0,777,2019-04-04,26565710,95,100000000,14.75,"['Family', 'Animation', 'Comedy', 'Adventure', 'Fantasy']",4,120.0,0.37450267796142295,0.3745027,0.2996021,0.2247016
"20,000 Leagues Under the Sea",7.053,776,1954-12-23,28200000,127,5000000,20.578,"['Adventure', 'Drama', 'Family', 'Science Fiction']",5,150.0,0.5093036457110229,0.4074429,0.4074429,0.3055822
Arbitrage,6.3,775,2012-09-14,35485056,100,12000000,13.68,"['Drama', 'Thriller']",4,120.0,0.34233345990775826,0.1369334,0.3423335,0.2738668
The Lords of Salem,5.4,775,2013-02-26,1165882,101,1500000,16.87,"['Horror', 'Thriller']",4,120.0,0.430289255326642,0.1721157,0.4302893,0.1721157
"Yours, Mine & Ours",6.138,774,2005-11-23,72028752,90,45000000,19.666,"['Comedy', 'Family', 'Romance']",4,120.0,0.4916322848673768,0.3933058,0.3933058,0.4916323
Two Brothers,7.134,773,2004-04-07,62172050,109,74500000,15.808,"['Adventure', 'Drama', 'Family']",4,120.0,0.40352721279509896,0.3228218,0.3228218,0.3228218
Planes: Fire & Rescue,6.133,773,2014-07-17,151165787,83,50000000,18.414,"['Animation', 'Comedy', 'Adventure', 'Family']",3,90.0,0.46561924335870536,0.4656192,0.2793715,0.2793715
Fred Claus,5.751,772,2007-11-09,97838349,116,100000000,14.953,"['Action', 'Comedy', 'Drama']",4,150.0,0.3802722702931991,0.3042178,0.3802723,0.3042178
Jane Got a Gun,5.83,771,2015-12-31,1397284,98,25000000,13.115,"['Western', 'Action', 'Drama']",4,120.0,0.32402907594624863,0.1944174,0.2592233,0.2592233
Dead Ringers,7.1,771,1988-09-23,8038508,115,13000000,12.408,"['Thriller', 'Horror']",4,120.0,0.2996597925951815,0.1198639,0.2996598,0.1198639
The Lord of the Rings,6.566,770,1978-11-15,30471420,132,4000000,20.027,"['Adventure', 'Animation', 'Fantasy']",5,150.0,0.49874801172250577,0.498748,0.3989984,0.1994992
The Right Stuff,7.427,769,1983-10-20,21500000,193,27000000,24.088,"['Drama', 'History', 'Adventure']",7,240.0,0.5691361006389761,0.3414817,0.5691361,0.4553089
American Honey,6.805,769,2016-09-30,2290649,163,3500000,8.009,['Drama'],6,180.0,0.09346003298801225,0.037384,0.09346,0.09346
Kingpin,6.51,769,1996-07-04,25023434,114,27000000,15.37,['Comedy'],4,120.0,0.3918187416233741,0.3918187,0.3918187,0.3918187
The Blob,6.723,768,1988-08-05,8247943,95,19000000,17.167,"['Horror', 'Science Fiction', 'Mystery']",4,120.0,0.4373946732882057,0.1749579,0.4373947,0.2624368
Highlander II: The Quickening,4.716,767,1991-01-13,15556340,109,30000000,13.506,"['Fantasy', 'Science Fiction']",4,120.0,0.3368002200063652,0.2694402,0.3368002,0.1347201
National Lampoon's European Vacation,6.159,766,1985-07-25,49364621,95,17000000,28.729,"['Adventure', 'Comedy', 'Romance']",4,120.0,0.6333386715030765,0.5066709,0.6333387,0.5066709
Another 48 Hrs.,5.989,765,1990-06-08,153518974,95,38000000,12.868,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",4,120.0,0.3157092744975714,0.1894256,0.3157093,0.2525674
Risen,6.166,765,2016-02-18,46069568,107,20000000,14.967,"['Action', 'History', 'Adventure', 'Drama']",4,120.0,0.3806665113798654,0.3045332,0.3806665,0.3045332
Police Academy 6: City Under Siege,5.1,764,1989-03-09,33200000,84,15000000,23.424,"['Comedy', 'Crime']",3,90.0,0.5586896179022594,0.4469517,0.5586896,0.5586896
The Immigrant,6.31,763,2013-11-27,5867686,117,16000000,15.998,"['Drama', 'Romance']",4,150.0,0.4084792916791954,0.1633917,0.4084793,0.4084793
Holmes & Watson,4.294,763,2018-12-25,40462793,90,42000000,8.55,"['Mystery', 'Adventure', 'Comedy', 'Crime']",4,120.0,0.12587325874704186,0.1006986,0.1258733,0.1006986
Black and Blue,6.769,762,2019-10-25,22741061,109,12000000,15.379,"['Action', 'Crime', 'Drama', 'Thriller']",4,120.0,0.39206355994275427,0.2352381,0.3920636,0.3136508
Under the Tuscan Sun,6.833,761,2003-09-20,58878723,113,18000000,17.416,"['Romance', 'Comedy']",4,120.0,0.44323318990453686,0.3545866,0.4432332,0.4432332
Fish Tank,6.98,761,2009-09-11,2404300,123,3000000,13.415,['Drama'],5,150.0,0.333870214038755,0.1335481,0.3338702,0.3338702
Assassination Nation,6.29,761,2018-09-21,2900000,108,7000000,12.799,"['Thriller', 'Horror', 'Comedy']",4,120.0,0.3133487722214697,0.1880093,0.3133488,0.1880093
Bowfinger,6.16,760,1999-08-12,98625775,97,55000000,15.871,['Comedy'],4,120.0,0.4051775241894507,0.4051775,0.4051775,0.4051775
Bad Lieutenant,7.042,760,1992-11-20,2019469,96,1000000,11.729,"['Crime', 'Drama']",4,120.0,0.2745317906412725,0.1098127,0.2745318,0.2745318
Control,7.524,760,2007-10-05,8159508,121,5000000,15.881,['Drama'],5,150.0,0.4054387162613721,0.1621755,0.4054387,0.4054387
Overboard,6.811,759,1987-12-16,26713187,112,22000000,19.244,"['Comedy', 'Romance']",4,120.0,0.4831029689216642,0.3864824,0.483103,0.483103
Dog Soldiers,6.696,758,2002-05-10,3537283,105,2000000,14.449,"['Horror', 'Action', 'Thriller']",4,120.0,0.36575992704133187,0.219456,0.3657599,0.146304
Night of the Living Dead,6.832,758,1990-10-19,5835247,88,4200000,20.672,['Horror'],3,90.0,0.5110689722684112,0.2044276,0.511069,0.2044276
Starman,6.878,756,1984-12-13,28744356,115,22000000,11.121,"['Science Fiction', 'Romance', 'Drama']",4,120.0,0.25040516029652327,0.1001621,0.2504052,0.2003241
King Kong,6.2,756,1976-09-08,90614445,134,23000000,20.299,"['Adventure', 'Fantasy']",5,150.0,0.5040037738731842,0.5040038,0.5040038,0.2016015
Kin,6.188,754,2018-08-29,10023153,102,30000000,12.392,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",4,120.0,0.2990879731133664,0.2392704,0.299088,0.1196352
In the Name of the King: A Dungeon Siege Tale,4.7,754,2007-11-29,13100000,127,60000000,14.418,"['Adventure', 'Fantasy', 'Action', 'Drama']",5,150.0,0.3648464073265264,0.2918771,0.3648464,0.2189078
America's Sweethearts,5.697,752,2001-07-17,138191428,102,64400000,12.426,"['Comedy', 'Romance']",4,120.0,0.3003019688963027,0.2402416,0.300302,0.300302
Muppets Most Wanted,6.307,752,2014-03-20,80383290,107,50000000,15.12,"['Comedy', 'Adventure', 'Crime', 'Family']",4,120.0,0.38494478295706896,0.3079558,0.3079558,0.3079558
That Thing You Do!,6.87,752,1996-10-04,34585416,108,26000000,19.816,"['Comedy', 'Drama', 'Romance', 'Music']",4,120.0,0.4946087431618258,0.395687,0.395687,0.4946087
Battlefield Earth,3.228,751,2000-05-12,29000000,117,73000000,13.416,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",4,150.0,0.3339025489826126,0.267122,0.3339025,0.2003415
Seabiscuit,7.001,751,2003-07-22,148336445,141,87000000,16.019,"['Drama', 'History']",5,180.0,0.4090220591436826,0.1636088,0.4090221,0.4090221
Unfinished Business,5.445,751,2015-03-05,14431253,91,35000000,10.664,['Comedy'],4,120.0,0.23113461726172255,0.2311346,0.2311346,0.2311346
The Texas Chainsaw Massacre 2,5.649,750,1986-08-22,8025872,101,4500000,26.399,"['Comedy', 'Horror']",4,120.0,0.6028671488733109,0.4822937,0.6028671,0.4822937
Snatched,5.37,750,2017-05-03,60845711,90,42000000,14.338,"['Action', 'Comedy']",4,120.0,0.36247738361962584,0.3624774,0.3624774,0.2899819
DOA: Dead or Alive,5.2,750,2006-09-07,7563172,87,21000000,15.453,"['Adventure', 'Action', 'Thriller']",3,90.0,0.3940696582433383,0.3152557,0.3940697,0.1576279
Tristan & Isolde,6.685,750,2006-04-07,28000000,125,31000000,19.078,"['Drama', 'Romance', 'Adventure', 'Action']",5,150.0,0.47968309152145283,0.3837465,0.4796831,0.3837465
Prime,5.923,750,2005-09-21,67900000,102,22000000,14.002,"['Comedy', 'Drama', 'Romance']",4,120.0,0.3523412105416332,0.2114047,0.3523412,0.3523412
Cleaner,6.035,750,2007-09-11,5796630,88,25000000,16.618,"['Crime', 'Thriller', 'Mystery']",3,90.0,0.4241353810910336,0.1696542,0.4241354,0.3393083
P2,6.2,749,2007-11-09,7766240,98,3500000,12.754,"['Horror', 'Thriller']",4,120.0,0.31180057779875386,0.1247202,0.3118006,0.1247202
Dumb and Dumberer: When Harry Met Lloyd,4.162,748,2003-04-14,39267515,85,19000000,15.971,['Comedy'],3,90.0,0.4077801222672188,0.4077801,0.4077801,0.4077801
Mystery Men,5.82,748,1999-08-06,29762011,121,68000000,13.729,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']",5,150.0,0.34387556241705886,0.2751004,0.3438756,0.2063253
Wyatt Earp,6.768,747,1994-06-24,25052000,191,63000000,18.704,"['Western', 'Drama', 'Action', 'Adventure']",7,240.0,0.4718388856397257,0.3774711,0.3774711,0.3774711
Alfie,5.792,747,2004-10-22,35060882,103,60000000,15.451,"['Comedy', 'Drama', 'Romance']",4,120.0,0.3940155993802911,0.2364094,0.3940156,0.3940156
Problem Child,6.016,747,1990-07-27,72000000,81,10000000,19.216,"['Comedy', 'Family']",3,90.0,0.482528730825905,0.4825287,0.386023,0.4825287
White Noise,5.535,746,2005-01-07,91196419,101,10000000,12.2,"['Drama', 'Horror', 'Thriller']",4,120.0,0.29215198029436784,0.1168608,0.292152,0.1752912
The Messengers,5.699,745,2007-02-02,55060212,90,16000000,14.524,"['Mystery', 'Thriller', 'Horror']",4,120.0,0.36795981329690713,0.1471839,0.3679598,0.2207759
Soldier,6.409,745,1998-10-23,14594226,99,75000000,18.605,"['Science Fiction', 'Action']",4,120.0,0.4697293656939008,0.3757835,0.4697294,0.1878917
The Reaping,5.683,744,2007-04-05,62771059,99,40000000,17.261,['Horror'],4,120.0,0.43961125700605436,0.1758445,0.4396113,0.1758445
Guess Who's Coming to Dinner,7.568,744,1967-12-11,56666667,108,4000000,16.738,"['Drama', 'Comedy', 'Romance']",4,120.0,0.4270803927236571,0.2562482,0.4270804,0.4270804
The Last Legion,5.611,744,2007-04-19,25303038,102,67000000,17.911,"['Action', 'Adventure', 'Fantasy', 'War']",4,120.0,0.4545330925723601,0.3636265,0.3636265,0.2727199
Max,7.164,743,2015-06-26,43967255,111,20000000,14.306,"['Adventure', 'Drama', 'Family']",4,120.0,0.3615250755277343,0.2892201,0.2892201,0.2892201
The Trouble with Harry,7.003,743,1955-10-03,7000000,99,1200000,11.329,"['Comedy', 'Mystery', 'Thriller']",4,120.0,0.2588444348892088,0.1553067,0.2588444,0.2070755
Original Sin,6.075,743,2001-05-08,35402320,118,42000000,33.784,"['Thriller', 'Drama', 'Mystery', 'Romance']",4,150.0,0.6900099092249328,0.276004,0.6900099,0.5520079
The Dead Pool,6.261,742,1988-07-13,37903295,91,20000000,18.393,"['Action', 'Crime', 'Thriller']",4,120.0,0.46516406912266367,0.2790984,0.4651641,0.2790984
Red Sonja,5.28,742,1985-04-09,6948633,89,17900000,21.372,"['Adventure', 'Fantasy', 'Action']",3,90.0,0.523905719399862,0.5239057,0.5239057,0.2095623
The NeverEnding Story II: The Next Chapter,5.716,742,1990-10-25,16283667,89,32000000,24.001,"['Drama', 'Family', 'Fantasy', 'Adventure']",3,90.0,0.5677879909685858,0.4542304,0.4542304,0.3406728
Big Fat Liar,5.831,741,2002-02-08,52970014,88,15000000,11.904,"['Family', 'Comedy', 'Adventure']",3,90.0,0.28118212380467833,0.2811821,0.2249457,0.2249457
Village of the Damned,6.07,741,1995-04-28,9418365,99,22000000,11.491,"['Thriller', 'Horror', 'Science Fiction']",4,120.0,0.26528162243398684,0.1061126,0.2652816,0.1061126
Hell Fest,5.633,741,2018-09-27,18160930,89,5500000,13.268,"['Horror', 'Thriller']",3,90.0,0.32908338794485853,0.1316334,0.3290834,0.1316334
Bad Words,6.375,741,2013-09-06,7800000,89,9500000,8.892,['Comedy'],3,90.0,0.14503717853470616,0.1450372,0.1450372,0.1450372
1492: Conquest of Paradise,6.214,741,1992-10-09,7191399,154,47000000,18.364,"['Action', 'Adventure', 'Drama', 'History']",6,180.0,0.46453441754099595,0.3716275,0.4645344,0.3716275
Uptown Girls,6.631,740,2003-08-15,44617342,92,20000000,18.309,"['Family', 'Comedy', 'Drama']",4,120.0,0.4633368021717195,0.3706694,0.3706694,0.4633368
Quest for Camelot,6.84,739,1998-05-15,38172500,86,40000000,20.075,"['Fantasy', 'Animation', 'Drama', 'Romance', 'Family']",3,90.0,0.499681995647068,0.3997456,0.3997456,0.3997456
The Glass Castle,7.172,739,2017-08-11,22088533,127,9000000,16.652,['Drama'],5,150.0,0.4249725221897354,0.169989,0.4249725,0.4249725
Flight of the Navigator,6.888,738,1986-07-30,18564613,90,9000000,22.078,"['Family', 'Science Fiction', 'Adventure']",4,120.0,0.5363289496402238,0.4290632,0.4290632,0.2145316
Waiting...,6.3,737,2005-10-07,18637690,94,3000000,23.471,['Comedy'],4,120.0,0.5594411749539654,0.5594412,0.5594412,0.5594412
The Jerk,6.883,737,1979-12-14,100000000,94,4000000,15.432,['Comedy'],4,120.0,0.3935015979836871,0.3935016,0.3935016,0.3935016
Escobar: Paradise Lost,6.276,736,2014-10-11,3758328,120,17000000,18.195,"['Thriller', 'Romance']",5,150.0,0.4608399719727478,0.184336,0.46084,0.368672
Who's Afraid of Virginia Woolf?,7.746,735,1966-06-22,33736689,131,7500000,15.624,['Drama'],5,150.0,0.39865921362078904,0.1594637,0.3986592,0.3986592
The Sisterhood of the Traveling Pants 2,6.248,733,2008-08-06,44352417,117,27000000,13.699,"['Adventure', 'Comedy', 'Drama']",4,150.0,0.34293224926553095,0.2743458,0.3429322,0.2743458
What About Bob?,6.84,733,1991-05-17,63710000,100,35000000,14.238,['Comedy'],4,120.0,0.35949242003749404,0.3594924,0.3594924,0.3594924
The Runaways,6.451,732,2010-03-19,2995811,106,10000000,12.795,"['Music', 'Drama', 'History']",4,120.0,0.31321143545105695,0.1879269,0.2505691,0.3132114
Jessabelle,5.427,730,2014-11-07,23456897,90,1000000,11.43,"['Thriller', 'Horror']",4,120.0,0.26287140301051565,0.1051486,0.2628714,0.1051486
Death Wish,6.896,730,1974-07-24,22000000,93,3000000,23.036,"['Crime', 'Drama', 'Action']",4,120.0,0.5524122830613374,0.3314474,0.5524123,0.4419298
Flyboys,6.529,730,2006-09-22,17834865,138,60000000,13.386,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",5,150.0,0.332931166521135,0.1997587,0.2663449,0.2663449
The Homesman,6.551,729,2014-05-18,3442853,122,16000000,11.672,"['Western', 'Drama']",5,150.0,0.2723383344997081,0.1089353,0.2178707,0.2723383
Late Night,6.442,729,2019-01-25,22384741,102,4000000,9.15,"['Comedy', 'Drama']",4,120.0,0.1588799724465786,0.127104,0.15888,0.15888
Caligula,5.99,729,1979-08-14,23438120,156,17500000,140.9,"['Drama', 'History', 'Romance']",6,180.0,1.0,0.4,1.0,1.0
Book of Shadows: Blair Witch 2,4.2,729,2000-10-27,47737094,90,15000000,19.174,"['Mystery', 'Thriller', 'Horror']",4,120.0,0.48166539637959566,0.1926662,0.4816654,0.2889992
Ramona and Beezus,6.537,727,2010-07-23,27293743,103,15000000,15.744,"['Comedy', 'Family']",4,120.0,0.40184216405309836,0.4018422,0.3214737,0.4018422
Buffy the Vampire Slayer,5.594,726,1992-07-24,16624456,86,7000000,22.217,"['Action', 'Comedy', 'Horror']",3,90.0,0.5387162351397112,0.430973,0.5387162,0.3232297
The Secret of NIMH,7.417,725,1982-06-17,14665733,82,7000000,28.956,"['Family', 'Animation', 'Fantasy', 'Adventure']",3,90.0,0.6361421346727444,0.6361421,0.3816853,0.2544569
Early Man,6.164,724,2018-01-26,53431158,89,50000000,12.29,"['Family', 'Comedy', 'Animation', 'Adventure']",3,90.0,0.2954203988565455,0.2954204,0.1772522,0.1772522
Love the Coopers,5.991,724,2015-11-12,42426912,107,17000000,17.294,"['Drama', 'Comedy', 'Family']",4,120.0,0.44038580876117844,0.3523086,0.3523086,0.4403858
Teenage Mutant Ninja Turtles III,5.331,723,1993-03-17,42273609,96,21000000,28.755,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",4,120.0,0.6336611677394025,0.5069289,0.5069289,0.3801967
Behind the Candelabra,6.658,723,2013-05-26,15600000,118,23000000,14.285,"['Drama', 'Romance']",4,150.0,0.3608986538287509,0.1443595,0.3608987,0.3608987
The Devil Inside,4.704,722,2012-01-06,101758490,83,1000000,12.968,"['Thriller', 'Horror']",3,90.0,0.31910187561329006,0.1276408,0.3191019,0.1276408
Hope Springs,6.251,720,2012-08-07,114281051,100,30000000,14.673,"['Drama', 'Comedy', 'Romance']",4,120.0,0.37228782784292147,0.2233727,0.3722878,0.3722878
The Informer,6.513,720,2019-08-30,2927708,109,60000000,13.219,"['Drama', 'Crime', 'Thriller']",4,120.0,0.32747278285151515,0.1309891,0.3274728,0.2619782
Happiness,7.476,718,1998-10-16,2807390,139,3000000,14.35,"['Comedy', 'Drama']",5,150.0,0.36283380444118585,0.290267,0.3628338,0.3628338
Book Club,6.238,718,2018-05-18,78720293,104,10000000,14.475,"['Romance', 'Comedy', 'Drama']",4,120.0,0.3665241906465073,0.2199145,0.3665242,0.3665242
The Soloist,6.686,717,2009-04-24,38332994,109,60000000,14.748,"['Drama', 'Music']",4,120.0,0.37444533489832355,0.2995563,0.2995563,0.3744453
Max Steel,5.628,716,2016-10-14,6272403,92,10000000,16.668,"['Action', 'Adventure', 'Science Fiction']",4,120.0,0.42536572405857603,0.3402926,0.4253657,0.1701463
Voyagers,6.0,715,2021-04-08,4298184,108,20000000,21.498,"['Science Fiction', 'Thriller']",4,120.0,0.5261603126324491,0.2104641,0.5261603,0.2104641
The Last Voyage of the Demeter,7.318,715,2023-08-09,21576744,119,45000000,307.895,"['Thriller', 'Horror']",4,150.0,1.0,0.4,1.0,0.4
The Fan,5.951,715,1996-08-15,18626419,116,55000000,12.679,"['Thriller', 'Action']",4,150.0,0.3092047522458091,0.2473638,0.3092048,0.1236819
Peter Rabbit 2: The Runaway,7.171,714,2021-03-25,153000000,93,45000000,27.237,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",4,120.0,0.6141992779985236,0.6141993,0.4913594,0.3685196
Free Birds,5.862,714,2013-10-30,110000000,91,55000000,17.418,"['Animation', 'Comedy', 'Family']",4,120.0,0.44327965841772404,0.4432797,0.2659678,0.3546237
A Bridge Too Far,7.222,712,1977-06-15,50750000,175,22000000,21.901,"['Drama', 'History', 'War']",6,210.0,0.5332616101687901,0.2133046,0.4266093,0.5332616
Blood Work,6.156,712,2002-08-09,31794718,110,50000000,14.042,"['Thriller', 'Crime']",4,120.0,0.353563998601406,0.1414256,0.353564,0.2828512
The Big Year,5.988,712,2011-10-13,8179416,100,41000000,13.172,['Comedy'],4,120.0,0.3259207721370122,0.3259208,0.3259208,0.3259208
Message in a Bottle,6.202,712,1999-02-22,118880016,131,80000000,15.047,"['Romance', 'Drama']",5,150.0,0.3829103903696645,0.1531642,0.3829104,0.3829104
Diary of the Dead,5.5,711,2007-05-26,5540941,95,2000000,13.5,['Horror'],4,120.0,0.336607805865464,0.1346431,0.3366078,0.1346431
Duplicity,5.893,711,2009-03-18,78176181,125,60000000,15.255,"['Romance', 'Comedy', 'Crime']",5,150.0,0.3886744408895508,0.2332047,0.3886744,0.3886744
History of the World: Part I,6.782,710,1981-06-12,31672907,92,11000000,18.489,['Comedy'],4,120.0,0.4672395422182623,0.4672395,0.4672395,0.4672395
Raw Deal,5.805,709,1986-06-06,16209459,106,8500000,20.093,"['Action', 'Crime', 'Thriller']",4,120.0,0.5000315162116094,0.3000189,0.5000315,0.3000189
High Crimes,6.328,708,2002-04-05,63781810,115,42000000,19.076,"['Drama', 'Mystery', 'Thriller', 'Crime']",4,120.0,0.4796416600686459,0.1918567,0.4796417,0.3837133
The Hunted,6.19,707,2003-03-11,34234008,94,55000000,15.316,"['Drama', 'Action', 'Thriller', 'Crime']",4,120.0,0.390346010354675,0.2342076,0.390346,0.3122768
Missing,7.531,707,2023-01-19,45100756,111,7000000,27.68,"['Thriller', 'Mystery']",4,120.0,0.6200157928883568,0.2480063,0.6200158,0.4960126
Exorcist: The Beginning,5.369,706,2004-08-20,78000586,114,80000000,22.696,"['Horror', 'Mystery', 'Thriller']",4,120.0,0.5468017161820923,0.2187207,0.5468017,0.328081
Ladder 49,6.404,706,2004-10-01,74541707,115,60000000,18.585,"['Drama', 'Action', 'Thriller']",4,120.0,0.4693014831268352,0.2815809,0.4693015,0.2815809
The Player,7.198,706,1992-04-03,21706101,124,8000000,13.27,"['Mystery', 'Drama', 'Thriller', 'Comedy']",5,150.0,0.32914896632746876,0.1974894,0.329149,0.2633192
Boogeyman,4.978,705,2005-02-04,67192859,89,20000000,16.356,"['Thriller', 'Horror', 'Drama', 'Mystery']",3,90.0,0.41761101637716896,0.1670444,0.417611,0.3340888
The Man with the Iron Heart,6.552,705,2017-05-25,4412639,120,32679734,22.945,"['War', 'Action', 'History', 'Thriller']",5,150.0,0.5509208431899911,0.3305525,0.4407367,0.4407367
Last Night,6.122,704,2010-11-05,7644937,93,7000000,13.031,"['Drama', 'Romance']",4,120.0,0.32122218304235917,0.1284889,0.3212222,0.3212222
Heaven Is for Real,6.707,704,2014-04-16,101332962,99,12000000,39.57,['Drama'],4,120.0,0.7432185628649932,0.2972874,0.7432186,0.7432186
The Sentinel,5.999,704,2006-04-19,78810595,108,60000000,21.274,"['Action', 'Thriller', 'Crime']",4,120.0,0.5221405854547209,0.3132844,0.5221406,0.3132844
To Die For,6.579,703,1995-09-22,21284514,106,20000000,14.447,"['Drama', 'Comedy', 'Crime']",4,120.0,0.3657010653120115,0.2194206,0.3657011,0.3657011
The Craft: Legacy,6.193,703,2020-10-28,2300000,94,18000000,23.708,"['Horror', 'Drama', 'Fantasy']",4,120.0,0.5632024620961009,0.3379215,0.5632025,0.3379215
Fair Game,6.467,702,2010-05-20,25806953,108,22000000,12.832,"['Drama', 'Thriller']",4,120.0,0.31447972185199824,0.1257919,0.3144797,0.2515838
Gran Turismo,8.068,702,2023-08-09,114800000,135,60000000,2680.593,"['Action', 'Drama', 'Adventure']",5,150.0,1.0,0.8,1.0,0.6
One Missed Call,5.42,702,2008-01-04,45847751,87,20000000,11.576,"['Horror', 'Mystery', 'Thriller']",3,90.0,0.2686130605773346,0.1074452,0.2686131,0.1611678
12 Rounds,5.887,701,2009-03-19,17280326,108,22000000,22.703,"['Action', 'Thriller', 'Crime']",4,120.0,0.546918286880006,0.328151,0.5469183,0.328151
The East,6.539,701,2013-05-31,2401510,116,6500000,22.079,"['Drama', 'Thriller']",4,150.0,0.5363461915810925,0.2145385,0.5363462,0.429077
